Z,N,A,EL,mass_excess_keV_value,mass_excess_unc_keV_value,mass_excess_keV_flag,BE_per_A_keV_value,BE_per_A_unc_keV_value,BE_per_A_keV_flag,beta_decay_energy_keV_value,beta_decay_energy_unc_keV_value,S_2n_value,S_2n_unc_value,S_2n_flag,S_2p_value,S_2p_unc_value,S_2p_flag,Q_alpha_value,Q_alpha_unc_value,Q_alpha_flag,S_n_value,S_n_unc_value,S_n_flag,S_p_value,S_p_unc_value,S_p_flag,Total_BE_keV,data_quality,fully_experimental
51,81,132,Sb,-79635.282,2.467,experimental,8372.3452,0.0187,experimental,5552.9155,4.2708,13492.2309,14.4249,experimental,24306.694,3.0477,experimental,-7870.0808,2.799,experimental,5725.188,3.2291,experimental,9659.6738,4.3815,experimental,1105149.5664,high,True
52,80,132,Te,-85188.197,3.486,experimental,8408.4859,0.0264,experimental,515.3046,3.483,13977.8735,3.4863,experimental,19633.9225,3.9575,experimental,-4251.6832,18.0223,experimental,8048.4936,3.4868,experimental,10495.7565,4.0615,experimental,1109920.1387999998,high,True
53,79,132,I,-85703.502,4.065,experimental,8406.4628,0.0308,experimental,3575.4729,4.0654,14909.9497,5.1452,experimental,17995.7569,14.7824,experimental,-3498.5658,19.2223,experimental,6332.0924,4.1101,experimental,7781.4511,4.0659,experimental,1109653.0895999998,high,True
54,78,132,Xe,-89278.97451,0.00507,experimental,8427.6229,0.0003,experimental,-2126.2813,1.0359,15541.1363,0.0081,experimental,16503.957,0.01,experimental,-2710.0969,0.7064,experimental,8936.7176,0.0016,experimental,9125.2183,0.6046,experimental,1112446.2228,high,True
55,77,132,Cs,-87152.693,1.036,experimental,8405.5878,0.0079,experimental,1282.2099,1.4773,16395.5748,8.4207,experimental,14794.4473,3.3194,experimental,-1839.5789,3.7664,experimental,7168.4372,1.0509,experimental,6028.0893,1.0359,experimental,1109537.5895999998,high,True
56,76,132,Ba,-88434.903,1.053,experimental,8409.3747,0.008,experimental,-4711.3256,36.3537,17320.7628,1.0898,experimental,13132.3708,1.0533,experimental,-999.2847,1.0533,experimental,9827.2629,1.1304,experimental,7668.3001,1.068,experimental,1110037.4604,high,True
57,75,132,La,-83723.578,36.359,experimental,8367.7559,0.2754,experimental,-1254.8898,41.7025,18238.8394,44.6671,experimental,11401.7651,37.3066,experimental,-216.7208,36.7539,experimental,8025.6309,45.8569,experimental,4333.5903,36.3609,experimental,1104543.7788,high,True
58,74,132,Ce,-82468.688,20.407,experimental,8352.3223,0.1546,experimental,-7241.224,35.3594,19188.4107,34.6029,experimental,9789.8534,20.4072,experimental,475.552,20.4363,experimental,10831.5578,38.6321,experimental,5988.3941,34.6029,experimental,1102506.5436,high,True
59,73,132,Pr,-75227.464,28.876,experimental,8291.5377,0.2188,experimental,-3801.6487,37.6795,20194.6355,70.4618,experimental,8178.0316,38.8206,experimental,973.0593,61.6312,experimental,8998.118,55.1578,experimental,2807.9868,43.7016,experimental,1094482.9764,high,True
60,72,132,Nd,-71425.815,24.205,experimental,8256.8104,0.1834,experimental,-9798.0,151.0,20972.2118,36.9705,experimental,6580.844,36.9705,experimental,1683.1944,36.9705,experimental,11729.0928,36.6484,experimental,4414.1224,52.8625,experimental,1089898.9728,high,True
47,86,133,Ag,-29080.0,500.0,estimated,8013.0,4.0,estimated,15059.0,539.0,4473.0,707.0,estimated,,,not_calculable,,,not_calculable,2752.0,707.0,estimated,,,not_calculable,1065729.0,low,False
48,85,133,Cd,-44140.0,200.0,estimated,8121.0,2.0,estimated,13550.0,283.0,5071.0,201.0,estimated,32978.0,361.0,estimated,-8685.0,632.0,estimated,1746.0,209.0,estimated,17029.0,539.0,estimated,1080093.0,low,False
49,84,133,In,-57690.0,200.0,estimated,8217.0,2.0,estimated,13184.0,200.0,5808.0,200.0,estimated,31518.0,539.0,estimated,-8245.0,447.0,estimated,3350.0,209.0,estimated,14514.0,209.0,estimated,1092861.0,low,False
50,83,133,Sn,-70873.89,1.904,experimental,8310.089,0.0143,experimental,8049.6228,3.6617,9751.9477,4.091,experimental,30240.0721,19.3324,experimental,-10176.6645,5.6406,experimental,2398.6548,2.7438,experimental,15751.3079,60.0627,experimental,1105241.837,high,True
51,82,133,Sb,-78923.513,3.128,experimental,8364.7302,0.0235,experimental,4013.6198,3.5179,13084.7376,3.7583,experimental,25477.086,3.8271,experimental,-8513.5402,3.6972,experimental,7359.5496,3.9836,experimental,9665.9306,3.6996,experimental,1112509.1166,high,True
52,81,133,Te,-82937.133,2.066,experimental,8389.0255,0.0155,experimental,2920.169,6.2531,13868.7475,2.067,experimental,20250.4962,4.169,experimental,-4771.4519,17.3931,experimental,5820.2539,4.0525,experimental,10590.8223,3.2178,experimental,1115740.3915,high,True
53,80,133,I,-85857.302,5.902,experimental,8405.0993,0.0444,experimental,1786.2812,6.3712,14557.2107,5.9328,experimental,18453.8323,6.2589,experimental,-3652.8335,22.0304,experimental,8225.1183,7.1666,experimental,7958.0758,6.8547,experimental,1117878.2068999999,high,True
54,79,133,Xe,-87643.583,2.4,experimental,8412.6477,0.018,experimental,427.36,2.4,15372.6442,2.4,experimental,17010.5036,2.4008,experimental,-3063.6147,2.5031,experimental,6435.9266,2.4,experimental,9229.0525,4.721,experimental,1118882.1441,high,True
55,78,133,Cs,-88070.943,0.008,experimental,8409.9786,0.0003,experimental,-517.431,0.992,16158.0051,0.177,experimental,15206.1579,0.6047,experimental,-1988.6828,3.1534,experimental,8989.5679,1.0359,experimental,6080.9396,0.0066,experimental,1118527.1538,high,True
56,77,133,Ba,-87553.512,0.992,experimental,8400.2059,0.0075,experimental,-2059.1203,27.9624,17017.1898,1.0738,experimental,13717.8792,0.992,experimental,-1282.3581,0.992,experimental,7189.927,0.3596,experimental,7689.7899,1.4343,experimental,1117227.3847,high,True
57,76,133,La,-85494.392,27.945,experimental,8378.8415,0.2101,experimental,-3076.1685,32.3786,17867.7632,39.5199,experimental,12016.7598,27.9454,experimental,-420.2576,28.3133,experimental,9842.1323,45.8569,experimental,4348.4597,27.9647,experimental,1114385.9195,high,True
58,75,133,Ce,-82418.223,16.354,experimental,8349.8301,0.123,experimental,-4480.6319,20.5826,18852.4113,36.6532,experimental,10317.207,16.3595,experimental,217.7266,19.4368,experimental,8020.8536,26.1517,experimental,5983.6167,39.8674,experimental,1110527.4033,high,True
59,74,133,Pr,-77937.591,12.497,experimental,8310.2588,0.094,experimental,-5605.2112,48.2223,19779.5637,48.6284,experimental,8746.2688,30.612,experimental,961.0339,24.7331,experimental,10781.4456,31.4647,experimental,2757.8747,23.9297,experimental,1105264.4204,high,True
60,73,133,Nd,-72332.38,46.575,experimental,8262.232,0.3502,experimental,-6924.7272,68.5519,20706.9759,54.0963,experimental,7201.8742,56.9666,experimental,1530.2081,54.315,experimental,8977.8831,52.4891,experimental,4393.8874,54.8,experimental,1098876.856,high,True
48,86,134,Cd,-39460.0,300.0,estimated,8086.0,2.0,estimated,12510.0,361.0,5137.0,306.0,estimated,,,not_calculable,-9155.0,424.0,estimated,3391.0,361.0,estimated,17669.0,583.0,estimated,1083524.0,low,False
49,85,134,In,-51970.0,200.0,estimated,8173.0,1.0,estimated,14464.0,200.0,5701.0,209.0,estimated,32148.0,539.0,estimated,-8497.0,469.0,estimated,2351.0,283.0,estimated,15119.0,283.0,estimated,1095182.0,low,False
50,84,134,Sn,-66433.759,3.167,experimental,8275.1719,0.0236,experimental,7585.2453,4.4136,6029.8413,3.7328,experimental,30546.2715,60.151,experimental,-7741.077,22.5791,experimental,3631.1864,3.6953,experimental,16033.0,200.0,estimated,1108873.0346,high,True
51,83,134,Sb,-74019.004,3.074,experimental,8325.9398,0.0229,experimental,8514.7483,4.1221,10526.3585,3.9414,experimental,26185.3925,60.1112,experimental,-6537.3901,3.5569,experimental,3166.8089,4.3855,experimental,10434.0847,3.6158,experimental,1115675.9332,high,True
52,82,134,Te,-82533.752,2.746,experimental,8383.6442,0.0205,experimental,1509.6875,4.9335,13488.1914,4.4381,experimental,20565.1409,3.3832,experimental,-4826.4515,3.3242,experimental,7667.9375,3.4368,experimental,10899.2103,4.1624,experimental,1123408.3228000002,high,True
53,81,134,I,-84043.44,4.857,experimental,8389.0722,0.0362,experimental,4082.3946,4.8567,14482.5743,6.3337,experimental,18986.1003,5.4474,experimental,-4182.6688,15.0193,experimental,6257.456,7.6433,experimental,8395.278,5.2779,experimental,1124135.6748000002,high,True
54,80,134,Xe,-88125.83443,0.00577,experimental,8413.6994,0.0003,experimental,-1234.6691,0.016,14989.4961,0.0028,experimental,17515.5795,3.4863,experimental,-3197.7907,0.0104,experimental,8553.5695,2.4,experimental,9557.5037,5.9019,experimental,1127435.7196,high,True
55,79,134,Cs,-86891.165,0.016,experimental,8398.647,0.0003,experimental,2058.8368,0.2508,15881.1082,1.036,experimental,15765.6058,4.0655,experimental,-2379.8932,3.1537,experimental,6891.5403,0.0144,experimental,6536.5533,2.4,experimental,1125418.698,high,True
56,78,134,Ba,-88950.002,0.251,experimental,8408.1731,0.0019,experimental,-3731.3434,19.9312,16657.7352,1.0827,experimental,14248.9698,0.2507,experimental,-1494.4436,0.2508,experimental,9467.8082,1.0232,experimental,8168.0302,0.2507,experimental,1126695.1954,high,True
57,77,134,La,-85218.659,19.93,experimental,8374.4888,0.1487,experimental,-385.7605,28.5098,17637.7174,41.4625,experimental,12643.9077,19.9565,experimental,-743.8201,21.6108,experimental,7795.5851,34.3235,experimental,4954.1178,19.9543,experimental,1122181.4992,high,True
58,76,134,Ce,-84832.898,20.387,experimental,8365.7716,0.1521,experimental,-6304.8987,28.7814,18506.8467,28.8456,experimental,10975.9373,20.414,experimental,-1.0377,20.3888,experimental,10485.9931,26.1358,experimental,6627.4776,34.591,experimental,1121013.3944,high,True
59,75,134,Pr,-78528.0,20.316,experimental,8312.8817,0.1516,experimental,-2881.5569,23.5032,19443.1719,35.3071,experimental,9382.3641,41.6497,experimental,674.4589,32.9538,experimental,8661.7263,23.8523,experimental,3398.7474,26.0808,experimental,1113926.1478,high,True
60,74,134,Nd,-75646.443,11.817,experimental,8285.5391,0.0882,experimental,-8882.5343,43.5512,20363.2637,26.9361,experimental,7755.697,23.5818,experimental,1351.5547,30.3408,experimental,11385.3806,48.0506,experimental,4997.8224,17.1999,experimental,1110262.2394,high,True
48,87,135,Cd,-32820.0,400.0,estimated,8036.0,3.0,estimated,14290.0,500.0,4823.0,447.0,estimated,,,not_calculable,-9505.0,500.0,estimated,1432.0,500.0,estimated,,,not_calculable,1084860.0,low,False
49,86,135,In,-47110.0,300.0,estimated,8136.0,2.0,estimated,13522.0,300.0,5563.0,361.0,estimated,32608.0,583.0,estimated,-8785.0,583.0,estimated,3212.0,361.0,estimated,14939.0,424.0,estimated,1098360.0,low,False
50,85,135,Sn,-60632.252,3.074,experimental,8230.6877,0.0228,experimental,9058.08,4.0522,5900.998,3.6158,experimental,31070.0,200.0,estimated,-7845.4077,19.4825,experimental,2269.8116,4.4136,experimental,15951.0,200.0,estimated,1111142.8395,high,True
51,84,135,Sb,-69690.332,2.64,experimental,8291.9894,0.0196,experimental,8038.4581,3.1524,6909.4552,4.0932,experimental,26578.0,200.0,estimated,-4090.8788,3.4402,experimental,3742.6463,4.0522,experimental,10545.5446,4.1233,experimental,1119418.5690000001,high,True
52,83,135,Te,-77728.79,1.722,experimental,8345.7384,0.0128,experimental,6050.3894,2.685,10934.2935,2.6898,experimental,21432.8421,2.5674,experimental,-2889.1273,4.0097,experimental,3266.356,3.2417,experimental,10998.7574,3.5235,experimental,1126674.6840000001,high,True
53,82,135,I,-83779.18,2.06,experimental,8384.7609,0.0153,experimental,2634.1851,3.8284,14064.514,6.251,experimental,19433.6087,3.7452,experimental,-4222.6839,2.93,experimental,7807.0579,5.2755,experimental,8534.3984,3.433,experimental,1131942.7215,high,True
54,81,135,Xe,-86413.365,3.668,experimental,8398.4783,0.0272,experimental,1168.5917,3.6623,14912.4179,4.3838,experimental,18054.174,4.2103,experimental,-3627.2591,3.669,experimental,6358.8484,3.6685,experimental,9658.8961,6.0865,experimental,1133794.5705000001,high,True
55,80,135,Cs,-87581.956,0.364,experimental,8401.3393,0.0027,experimental,268.6983,0.2862,15653.6496,0.3635,experimental,16302.5968,5.9131,experimental,-2564.1451,0.7055,experimental,8762.1093,0.3636,experimental,6745.0931,0.3635,experimental,1134180.8055,high,True
56,79,135,Ba,-87850.655,0.245,experimental,8397.5345,0.0018,experimental,-1207.1973,9.4299,16439.7789,1.0219,experimental,14785.0139,2.4125,experimental,-1861.9957,0.2454,experimental,6971.9707,0.0999,experimental,8248.4605,0.2455,experimental,1133667.1575,high,True
57,78,135,La,-86643.458,9.432,experimental,8382.7972,0.0699,experimental,-2027.1499,4.6101,17291.7019,29.4938,experimental,13150.4566,9.4324,experimental,-1012.7993,9.434,experimental,9496.1168,22.049,experimental,4982.4264,9.4304,experimental,1131677.6220000002,high,True
58,77,135,Ce,-84616.308,10.266,experimental,8361.9861,0.076,experimental,-3680.4357,15.654,18340.7205,19.3095,experimental,11640.7377,10.314,experimental,-362.2652,10.2746,experimental,7854.7274,22.8258,experimental,6686.6199,22.4184,experimental,1128868.1235,high,True
59,76,135,Pr,-80935.872,11.817,experimental,8328.9284,0.0875,experimental,-4722.2522,22.4837,19140.9167,17.1999,experimental,10019.4223,30.3408,experimental,408.4769,30.3408,experimental,10479.1904,23.5032,experimental,3391.9447,23.5642,experimental,1124405.334,high,True
60,75,135,Nd,-76213.62,19.128,experimental,8288.1536,0.1417,experimental,-6151.2907,85.0809,20023.8757,50.3494,experimental,8373.3386,25.1659,experimental,1069.9125,37.9718,experimental,8638.4951,22.4837,experimental,4974.5912,27.9036,experimental,1118900.736,high,True
49,87,136,In,-40970.0,300.0,estimated,8091.0,2.0,estimated,15200.0,361.0,5143.0,361.0,estimated,,,not_calculable,-8995.0,583.0,estimated,1931.0,424.0,estimated,15439.0,500.0,estimated,1100376.0,low,False
50,86,136,Sn,-56170.0,200.0,estimated,8197.0,1.0,estimated,8337.0,200.0,5879.0,200.0,estimated,31288.0,361.0,estimated,-8130.0,209.0,estimated,3609.0,200.0,estimated,16349.0,361.0,estimated,1114792.0,low,False
51,85,136,Sb,-64506.89,5.83,experimental,8252.2533,0.0429,experimental,9918.3897,6.2599,6630.5217,6.5903,experimental,27115.0,200.0,estimated,-4520.2518,60.3149,experimental,2887.8754,6.3996,experimental,11163.6083,6.5903,experimental,1122306.4488000001,high,True
52,84,136,Te,-74425.279,2.281,experimental,8319.4301,0.0168,experimental,5119.9455,14.188,8034.163,3.5701,experimental,22569.4626,3.903,experimental,-303.6415,3.0177,experimental,4767.807,2.8582,experimental,12023.918,3.4891,experimental,1131442.4936,high,True
53,83,136,I,-79545.225,14.188,experimental,8351.3242,0.1043,experimental,6883.9455,14.188,11644.421,14.9963,experimental,20104.1628,14.5172,experimental,-2334.8589,14.4009,experimental,3837.363,14.3368,experimental,9105.4055,14.2922,experimental,1135780.0912,high,True
54,82,136,Xe,-86429.17,0.007,experimental,8396.1889,0.0003,experimental,-90.3151,1.873,14445.9718,0.0087,experimental,18473.36,2.7464,experimental,-3665.8889,3.4863,experimental,8087.1234,3.6685,experimental,9938.9615,2.0599,experimental,1141881.6904,high,True
55,81,136,Cs,-86338.855,1.873,experimental,8389.7723,0.0138,experimental,2548.2241,1.857,15590.3258,1.873,experimental,16873.3574,5.2054,experimental,-3060.2693,4.4761,experimental,6828.2166,1.8792,experimental,7214.4613,4.1101,experimental,1141009.0328000002,high,True
56,80,136,Ba,-88887.079,0.245,experimental,8402.7566,0.0018,experimental,-2849.5915,53.1715,16079.7131,0.1067,experimental,15339.1868,0.2448,experimental,-2033.0205,0.2448,experimental,9107.7424,0.039,experimental,8594.0937,0.2886,experimental,1142774.8976,high,True
57,79,136,La,-86037.488,53.171,experimental,8376.0512,0.391,experimental,471.0621,53.172,16961.465,56.7833,experimental,13724.2645,53.171,experimental,-1309.7104,53.1811,experimental,7465.3482,54.0011,experimental,5475.804,53.1715,experimental,1139142.9631999999,high,True
58,78,136,Ce,-86508.55,0.324,experimental,8373.7624,0.0024,experimental,-5168.129,11.4561,17818.2877,20.3894,experimental,12136.4898,0.2379,experimental,-498.5626,1.102,experimental,9963.5603,10.2663,experimental,7154.0633,9.4324,experimental,1138831.6864,high,True
59,77,136,Pr,-81340.421,11.455,experimental,8330.0089,0.0842,experimental,-2141.1234,16.4578,18955.0574,23.3229,experimental,10699.7042,22.9869,experimental,-41.7592,38.1202,experimental,8475.867,16.4578,experimental,4013.0843,15.3808,experimental,1132881.2104000002,high,True
60,76,136,Nd,-79199.297,11.817,experimental,8308.5127,0.0869,experimental,-8029.3747,70.0764,19695.4909,16.7124,experimental,8944.3412,23.5642,experimental,844.4745,23.5818,experimental,11056.9958,22.4837,experimental,5552.3966,16.7124,experimental,1129957.7271999998,high,True
49,88,137,In,-35830.0,400.0,estimated,8053.0,3.0,estimated,14320.0,500.0,4862.0,500.0,estimated,,,not_calculable,-9175.0,640.0,estimated,2931.0,500.0,estimated,,,not_calculable,1103261.0,low,False
50,87,137,Sn,-50150.0,300.0,estimated,8152.0,2.0,estimated,9911.0,304.0,5660.0,300.0,estimated,31907.0,500.0,estimated,-8435.0,361.0,estimated,2051.0,361.0,estimated,16469.0,424.0,estimated,1116824.0,low,False
51,86,137,Sb,-60060.392,52.164,experimental,8218.4764,0.3808,experimental,9243.3698,52.2059,6512.6963,52.2304,experimental,27528.0,304.0,estimated,-4795.0,207.0,estimated,3624.8209,52.4884,experimental,11179.0,207.0,estimated,1125931.2667999999,high,True
52,85,137,Te,-69303.762,2.1,experimental,8280.2357,0.0153,experimental,7052.5063,8.6426,7717.608,2.7163,experimental,23249.452,3.723,experimental,-854.7877,2.835,experimental,2949.801,3.1008,experimental,12085.8437,6.1964,experimental,1134392.2909,high,True
53,84,137,I,-76356.268,8.383,experimental,8326.0033,0.0612,experimental,6027.1455,8.3841,8719.7249,8.6328,experimental,21243.8784,8.7894,experimental,142.3287,8.9479,experimental,4882.3619,16.4798,experimental,9219.9604,8.6882,experimental,1140662.4521,high,True
54,83,137,Xe,-82383.414,0.104,experimental,8364.2865,0.0008,experimental,4162.3582,0.3193,12112.6854,3.6699,experimental,19232.5659,1.7254,experimental,-1871.197,2.0687,experimental,4025.562,0.1033,experimental,10127.1604,14.1884,experimental,1145907.2505,high,True
55,82,137,Cs,-86545.772,0.302,experimental,8388.9581,0.0022,experimental,1175.6285,0.1723,15106.4519,0.3426,experimental,17344.5347,2.08,experimental,-3113.3863,5.9096,experimental,8278.2353,1.8662,experimental,7405.5732,0.3022,experimental,1149287.2597,high,True
56,81,137,Ba,-87721.401,0.248,experimental,8391.8288,0.0018,experimental,-580.5356,1.6231,16013.3821,0.0788,experimental,15885.9782,3.6672,experimental,-2502.7336,2.4128,experimental,6905.6397,0.0687,experimental,8671.5169,1.8582,experimental,1149680.5455999998,high,True
57,80,137,La,-87140.865,1.64,experimental,8381.8807,0.012,experimental,-1222.1,1.6,16640.0438,9.5684,experimental,14136.8509,1.6471,experimental,-1494.8381,1.64,experimental,9174.6956,53.1963,experimental,5542.7571,1.6216,experimental,1148317.6559,high,True
58,79,137,Ce,-85918.765,0.36,experimental,8367.2497,0.0026,experimental,-2716.9515,8.1328,17445.0938,10.2675,experimental,12646.0526,0.2668,experimental,-790.1691,1.0553,experimental,7481.5335,0.1564,experimental,7170.2486,53.1722,experimental,1146313.2089,high,True
59,78,137,Pr,-83201.814,8.135,experimental,8341.7074,0.0594,experimental,-3617.8447,14.2706,18408.5779,14.347,experimental,11136.2983,12.4533,experimental,-132.3378,29.1049,experimental,9932.711,14.048,experimental,3982.235,8.1333,experimental,1142813.9138,high,True
60,77,137,Nd,-79583.969,11.725,experimental,8309.5892,0.0856,experimental,-5511.1108,17.5366,19512.9855,22.435,experimental,9545.6035,15.584,experimental,409.3383,20.1228,experimental,8455.9897,16.6469,experimental,5532.5193,16.3912,experimental,1138413.7204,high,True
50,88,138,Sn,-45510.0,400.0,estimated,8118.0,3.0,estimated,9140.0,500.0,5483.0,447.0,estimated,,,not_calculable,-8475.0,500.0,estimated,3432.0,500.0,estimated,16969.0,565.0,estimated,1120284.0,low,False
51,87,138,Sb,-54650.0,300.0,estimated,8178.0,2.0,estimated,11046.0,300.0,6286.0,300.0,estimated,28258.0,424.0,estimated,-5105.0,361.0,estimated,2661.0,304.0,estimated,11789.0,424.0,estimated,1128564.0,low,False
52,86,138,Te,-65695.995,3.787,experimental,8252.5786,0.0274,experimental,6283.9149,7.0625,7413.3516,4.4206,experimental,24104.0,200.0,estimated,-1687.1519,4.9366,experimental,4463.5506,4.3303,experimental,12924.5734,52.3009,experimental,1138855.8468000002,high,True
53,85,138,I,-71979.91,5.962,experimental,8292.445,0.0432,experimental,7992.3346,6.5881,8577.3211,15.3896,experimental,22050.9622,8.3381,experimental,-385.8215,6.7074,experimental,3694.9592,10.287,experimental,9965.1185,6.3208,experimental,1144357.41,high,True
54,84,138,Xe,-79972.244,2.804,experimental,8344.6913,0.0203,experimental,2914.7839,9.578,9685.7102,2.804,experimental,20124.9072,3.6146,experimental,136.5922,3.9249,experimental,5660.1482,2.8059,experimental,10904.9468,8.8399,experimental,1151567.3994,high,True
55,83,138,Cs,-82887.028,9.158,experimental,8360.1437,0.0664,experimental,5374.7776,9.1584,12690.8092,9.3448,experimental,17919.7456,16.8872,experimental,-1268.5042,10.3665,experimental,4412.5739,9.16,experimental,7792.5851,9.159,experimental,1153699.8306,high,True
56,82,138,Ba,-88261.806,0.249,experimental,8393.4222,0.0018,experimental,-1748.3977,0.3384,15517.3627,0.0791,experimental,16410.5777,0.2494,experimental,-2560.8872,0.2494,experimental,8611.723,0.0399,experimental,9005.0045,0.1768,experimental,1158292.2636000002,high,True
57,81,138,La,-86513.408,0.416,experimental,8375.0835,0.003,experimental,1052.4585,0.4018,16618.5565,53.1726,experimental,14752.4952,1.8891,experimental,-2047.1586,0.416,experimental,7443.8609,1.6584,experimental,6080.9783,0.3407,experimental,1155761.523,high,True
58,80,138,Ce,-87565.867,0.499,experimental,8377.0408,0.0036,experimental,-4437.0,10.0,17199.9529,0.4977,experimental,13256.7296,0.4501,experimental,-1040.7803,0.4615,experimental,9718.4194,0.5217,experimental,7713.9724,1.6829,experimental,1156031.6304000001,high,True
59,79,138,Pr,-83128.867,10.012,experimental,8339.2195,0.0726,experimental,-1111.6847,15.3256,17931.0819,15.2125,experimental,11669.321,54.1055,experimental,-335.1237,22.3033,experimental,7998.371,12.8982,experimental,4499.0724,10.0136,experimental,1150812.291,high,True
60,78,138,Nd,-82017.182,11.603,experimental,8325.4946,0.0841,experimental,-7102.8119,16.0995,18960.5206,16.5613,experimental,10086.5742,11.6073,experimental,390.8005,23.4573,experimental,10504.5309,16.4952,experimental,6104.3392,14.1707,experimental,1148918.2548,high,True
50,89,139,Sn,-39310.0,400.0,estimated,8073.0,3.0,estimated,10740.0,565.0,5303.0,500.0,estimated,,,not_calculable,-8915.0,565.0,estimated,1871.0,565.0,estimated,,,not_calculable,1122147.0,low,False
51,88,139,Sb,-50050.0,400.0,estimated,8144.0,3.0,estimated,10155.0,400.0,6132.0,403.0,estimated,28798.0,565.0,estimated,-5365.0,500.0,estimated,3472.0,500.0,estimated,11829.0,565.0,estimated,1132016.0,low,False
52,87,139,Te,-60205.08,3.54,experimental,8211.7716,0.0255,experimental,8265.8835,5.3454,7043.9542,4.116,experimental,24633.0,300.0,estimated,-1997.7438,4.6881,experimental,2580.4036,5.1835,experimental,12844.0,300.0,estimated,1141436.2524,high,True
53,86,139,I,-68470.964,4.005,experimental,8265.61,0.0288,experimental,7173.6224,4.5424,8257.3314,9.2912,experimental,22988.5135,52.3172,experimental,-1205.5474,4.7974,experimental,4562.3722,7.1822,experimental,10063.9401,5.5121,experimental,1148919.79,high,True
54,85,139,Xe,-75644.586,2.142,experimental,8311.5904,0.0154,experimental,5056.5023,3.796,9403.8082,2.145,experimental,20918.7661,3.0004,experimental,-340.7117,2.7489,experimental,3743.66,3.5288,experimental,10953.6476,6.3349,experimental,1155311.0655999999,high,True
55,84,139,Cs,-80701.088,3.134,experimental,8342.3397,0.0225,experimental,4212.8293,3.1235,10297.9522,3.1287,experimental,18922.762,8.95,experimental,653.1754,3.749,experimental,5885.3783,9.6764,experimental,8017.8152,4.205,experimental,1159585.2183,high,True
56,83,139,Ba,-84913.918,0.253,experimental,8367.0194,0.0018,experimental,2308.4632,0.6571,13335.153,0.0565,experimental,17108.4457,0.2728,experimental,-925.4687,3.6675,experimental,4723.43,0.04,experimental,9315.8606,9.1585,experimental,1163015.6966,high,True
57,82,139,La,-87222.381,0.607,experimental,8377.9987,0.0044,experimental,-264.6396,1.9989,16224.1517,1.7486,experimental,15254.5507,0.6777,experimental,-2065.3402,0.7072,experimental,8780.2909,0.7355,experimental,6249.5462,0.6558,experimental,1164541.8193,high,True
58,81,139,Ce,-86957.741,2.089,experimental,8370.4664,0.015,experimental,-2129.089,2.9962,17181.6122,2.1195,experimental,13814.2826,2.1034,experimental,-1532.0024,2.1031,experimental,7463.1928,2.1476,experimental,7733.3043,2.1297,experimental,1163494.8295999998,high,True
59,80,139,Pr,-84828.652,3.649,experimental,8349.5208,0.0263,experimental,-2811.7226,27.6166,17769.4747,8.9164,experimental,12265.7292,4.001,experimental,-610.1106,10.1137,experimental,9771.1038,10.6568,experimental,4551.7568,3.6834,experimental,1160583.3912,high,True
60,79,139,Nd,-82016.93,27.521,experimental,8323.6642,0.198,experimental,-4515.9014,25.87,18575.5968,29.9145,experimental,10676.1066,27.5235,experimental,174.462,29.3736,experimental,8071.0659,29.867,experimental,6177.0342,29.2859,experimental,1156989.3238,high,True
50,90,140,Sn,-34490.0,300.0,estimated,8038.0,2.0,estimated,9900.0,671.0,5123.0,500.0,estimated,,,not_calculable,,,not_calculable,3252.0,500.0,estimated,,,not_calculable,1125320.0,low,False
51,89,140,Sb,-44390.0,600.0,estimated,8103.0,4.0,estimated,11977.0,600.0,5883.0,671.0,estimated,,,not_calculable,-5845.0,671.0,estimated,2412.0,721.0,estimated,12369.0,721.0,estimated,1134420.0,low,False
52,88,140,Te,-56367.449,14.377,experimental,8183.3567,0.1027,experimental,7238.7734,18.7976,6814.0906,14.8678,experimental,25435.0,400.0,estimated,-2622.0,201.0,estimated,4233.687,14.8068,experimental,13606.0,400.0,estimated,1145669.938,high,True
53,87,140,I,-63606.223,12.109,experimental,8229.474,0.0865,experimental,9380.2388,12.3313,7768.9492,13.4974,experimental,23534.0,300.0,estimated,-1524.249,13.4396,experimental,3206.5769,12.7547,experimental,10690.1135,12.6162,experimental,1152126.36,high,True
54,86,140,Xe,-72986.461,2.329,experimental,8290.8875,0.0166,experimental,4063.2768,8.5232,9156.8533,3.6449,experimental,21868.4088,4.4455,experimental,-986.0981,3.2597,experimental,5413.1933,3.1643,experimental,11804.4687,4.6332,experimental,1160724.25,high,True
55,85,140,Cs,-77049.738,8.199,experimental,8314.3227,0.0586,experimental,6218.1669,9.8671,10305.3462,12.2922,experimental,19647.7707,10.1371,experimental,70.5706,16.3866,experimental,4419.9679,8.7773,experimental,8694.1231,8.4742,experimental,1164005.178,high,True
56,84,140,Ba,-83267.905,7.9,experimental,8353.15,0.0564,experimental,1044.1542,7.9051,11148.7355,7.9035,experimental,17873.603,8.3824,experimental,736.3492,7.8995,experimental,6425.3055,7.9036,experimental,9855.7878,8.4984,experimental,1169441.0,high,True
57,83,140,La,-84312.059,0.607,experimental,8355.0201,0.0043,experimental,3762.1676,1.3364,13941.2874,0.7357,experimental,16002.9734,9.1785,experimental,-398.1202,1.9689,experimental,5160.9966,0.0194,experimental,6687.1128,0.6573,experimental,1169702.814,high,True
